Timestamp,Username,VideoID,Comment,Date,Cleaning,Normalisasi,Tokenization,Stopwords,Stemming
2024-02-18T07:53:46Z,@mhdiqbal471,Ua21uPr1eRc,Hormati masyarakat Indonesia memilih.sebab negara demokrasi memberikan kesempatan kepada seluruh masyarakat memilih.ada yang memilih partai namun memilih presiden yang tidak di dukung oleh partainya.jadi kita harus menerima kenyataan bahwa rakyat Indonesia cermat memilih presiden yang berkelanjutan .dari pada perubahan yang di janjikan,2024-02-18T07:53:46Z,hormati masyarakat indonesia memilih sebab negara demokrasi memberikan kesempatan kepada seluruh masyarakat memilih ada yang memilih partai namun memilih presiden yang tidak di dukung oleh partainya jadi kita harus menerima kenyataan bahwa rakyat indonesia cermat memilih presiden yang berkelanjutan dari pada perubahan yang di janjikan,hormati masyarakat indonesia memilih sebab negara demokrasi memberikan kesempatan kepada seluruh masyarakat memilih ada yang memilih partai namun memilih presiden yang tidak di dukung oleh partainya jadi kita harus menerima kenyataan bahwa rakyat indonesia cermat memilih presiden yang berkelanjutan dari pada perubahan yang di janjikan,"['hormati', 'masyarakat', 'indonesia', 'memilih', 'sebab', 'negara', 'demokrasi', 'memberikan', 'kesempatan', 'kepada', 'seluruh', 'masyarakat', 'memilih', 'ada', 'yang', 'memilih', 'partai', 'namun', 'memilih', 'presiden', 'yang', 'tidak', 'di', 'dukung', 'oleh', 'partainya', 'jadi', 'kita', 'harus', 'menerima', 'kenyataan', 'bahwa', 'rakyat', 'indonesia', 'cermat', 'memilih', 'presiden', 'yang', 'berkelanjutan', 'dari', 'pada', 'perubahan', 'yang', 'di', 'janjikan']","['hormati', 'masyarakat', 'indonesia', 'memilih', 'negara', 'demokrasi', 'kesempatan', 'masyarakat', 'memilih', 'memilih', 'partai', 'memilih', 'presiden', 'dukung', 'partainya', 'menerima', 'kenyataan', 'rakyat', 'indonesia', 'cermat', 'memilih', 'presiden', 'berkelanjutan', 'perubahan', 'janjikan']",hormat masyarakat indonesia pilih negara demokrasi sempat masyarakat pilih pilih partai pilih presiden dukung partai terima nyata rakyat indonesia cermat pilih presiden lanjut ubah janji
2024-02-18T07:53:13Z,@user-cr6dt6ks1n,Ua21uPr1eRc,Jangan sebut banson mulu dong dan yang gratis itu kami tidak pernah merasakan  tolong kedepan nya untuk presiden terpilih bapak prabowo turun kan harga barang supaya yg seperti kami kaya tidak  miskin juga tidak dan setiap hari kami mencari uang  hanya mencicil  hutang,2024-02-18T07:53:13Z,jangan sebut banson mulu dong dan yang gratis itu kami tidak pernah merasakan tolong kedepan nya untuk presiden terpilih bapak prabowo turun kan harga barang supaya yg seperti kami kaya tidak miskin juga tidak dan setiap hari kami mencari uang hanya mencicil hutang,jangan sebut banson mulu dong dan yang gratis itu kami tidak pernah merasakan tolong kedepan ya untuk presiden terpilih bapak prabowo turun kan harga barang supaya yang seperti kami kayak tidak miskin juga tidak dan setiap hari kami mencari uang hanya mencicil hutang,"['jangan', 'sebut', 'banson', 'mulu', 'dong', 'dan', 'yang', 'gratis', 'itu', 'kami', 'tidak', 'pernah', 'merasakan', 'tolong', 'kedepan', 'ya', 'untuk', 'presiden', 'terpilih', 'bapak', 'prabowo', 'turun', 'kan', 'harga', 'barang', 'supaya', 'yang', 'seperti', 'kami', 'kayak', 'tidak', 'miskin', 'juga', 'tidak', 'dan', 'setiap', 'hari', 'kami', 'mencari', 'uang', 'hanya', 'mencicil', 'hutang']","['banson', 'mulu', 'gratis', 'merasakan', 'tolong', 'kedepan', 'presiden', 'terpilih', 'prabowo', 'turun', 'harga', 'barang', 'kayak', 'miskin', 'mencari', 'uang', 'mencicil', 'hutang']",banson mulu gratis rasa tolong depan presiden pilih prabowo turun harga barang kayak miskin cari uang cicil hutang
2024-02-18T07:34:49Z,@mukinmukin5285,Ua21uPr1eRc,"Selamat pak Prabowo, Beliau berhasil mencontoh Jokowi dr sikapnya yg selalu dihina, orang2 sombong dan merasa benar ternyata kalah, itulah Tanda Kebesaran Alloh",2024-02-18T07:34:49Z,selamat pak prabowo beliau berhasil mencontoh jokowi dr sikapnya yg selalu dihina orang2 sombong dan merasa benar ternyata kalah itulah tanda kebesaran alloh,selamat pak prabowo beliau berhasil mencontoh jokowi dari sikapnya yang selalu dihina orang-orang sombong dan merasa benar ternyata kalah itulah tanda kebesaran allah,"['selamat', 'pak', 'prabowo', 'beliau', 'berhasil', 'mencontoh', 'jokowi', 'dari', 'sikapnya', 'yang', 'selalu', 'dihina', 'orang-orang', 'sombong', 'dan', 'merasa', 'benar', 'ternyata', 'kalah', 'itulah', 'tanda', 'kebesaran', 'allah']","['selamat', 'prabowo', 'beliau', 'berhasil', 'mencontoh', 'jokowi', 'sikapnya', 'dihina', 'orang-orang', 'sombong', 'kalah', 'tanda', 'kebesaran', 'allah']",selamat prabowo beliau hasil contoh jokowi sikap hina orang sombong kalah tanda besar allah
2024-02-18T07:30:46Z,@agussukma8287,Ua21uPr1eRc,Menang karena curang,2024-02-18T07:30:46Z,menang karena curang,menang karena curang,"['menang', 'karena', 'curang']","['menang', 'curang']",menang curang
2024-02-18T07:02:16Z,@MBaja-qd2ip,Ua21uPr1eRc,Rakyat gak setujuu ituu😊,2024-02-18T07:02:16Z,rakyat gak setujuu ituu,rakyat tidak setujuu itu,"['rakyat', 'tidak', 'setujuu', 'itu']","['rakyat', 'setujuu']",rakyat setujuu
2024-02-18T06:45:15Z,@AyuwandiraAyu-fm1eh,Ua21uPr1eRc,02 pembohong curang kemenanganya,2024-02-18T06:45:15Z,pembohong curang kemenanganya,pembohong curang kemenanganya,"['pembohong', 'curang', 'kemenanganya']","['pembohong', 'curang', 'kemenanganya']",bohong curang kemenanganya
2024-02-18T06:40:38Z,@mesafatin1159,Ua21uPr1eRc,apa jadinya negara ini jika di tangan orang orang  pandai berburuk sangka begini...,2024-02-18T06:40:38Z,apa jadinya negara ini jika di tangan orang orang pandai berburuk sangka begini,apa jadinya negara ini jika di tangan orang orang pandai berburuk sangka begini,"['apa', 'jadinya', 'negara', 'ini', 'jika', 'di', 'tangan', 'orang', 'orang', 'pandai', 'berburuk', 'sangka', 'begini']","['negara', 'tangan', 'orang', 'orang', 'pandai', 'berburuk', 'sangka']",negara tangan orang orang pandai buruk sangka
2024-02-18T06:37:47Z,@ibuku90,Ua21uPr1eRc,PDIP kalah sm.anis,2024-02-18T06:37:47Z,pdip kalah sm anis,pdip kalah sama anis,"['pdip', 'kalah', 'sama', 'anis']","['pdip', 'kalah', 'anis']",pdip kalah anis
2024-02-18T06:37:35Z,@jhoniturangan7183,Ua21uPr1eRc,"mantap,,",2024-02-18T06:37:35Z,mantap,mantap,['mantap'],['mantap'],mantap
2024-02-18T06:25:23Z,@istianahspd1852,Ua21uPr1eRc,Alhamdulilah pak Prabowo ❤❤❤,2024-02-18T06:25:23Z,alhamdulilah pak prabowo,alhamdulilah pak prabowo,"['alhamdulilah', 'pak', 'prabowo']","['alhamdulilah', 'prabowo']",alhamdulilah prabowo
2024-02-18T06:09:45Z,@tesaraldani2954,Ua21uPr1eRc,Bukan masalah Ganjar jgn keliru ya tetapi pidatox Guntur pdwaktu Kampanyekan Ganjar bicarax ngeri sklitu masalahx BPK dan ibu,2024-02-18T06:09:45Z,bukan masalah ganjar jgn keliru ya tetapi pidatox guntur pdwaktu kampanyekan ganjar bicarax ngeri sklitu masalahx bpk dan ibu,bukan masalah ganjar jangan keliru ya tetapi pidatox guntur pdwaktu kampanyekan ganjar bicarax ngeri sklitu masalahx bpk dan ibu,"['bukan', 'masalah', 'ganjar', 'jangan', 'keliru', 'ya', 'tetapi', 'pidatox', 'guntur', 'pdwaktu', 'kampanyekan', 'ganjar', 'bicarax', 'ngeri', 'sklitu', 'masalahx', 'bpk', 'dan', 'ibu']","['ganjar', 'keliru', 'pidatox', 'guntur', 'pdwaktu', 'kampanyekan', 'ganjar', 'bicarax', 'ngeri', 'sklitu', 'masalahx', 'bpk']",ganjar keliru pidatox guntur pdwaktu kampanye ganjar bicarax ngeri sklitu masalahx bpk
2024-02-18T05:29:42Z,@ArifinCeluler100,Ua21uPr1eRc,Rayat RI ungulkan PDIP  bukan karena mmilh ibu mega karena menghormati pak sukano . Dn krn prabowo ugul krna jokowi msh d possi PDIP.,2024-02-18T05:29:42Z,rayat ri ungulkan pdip bukan karena mmilh ibu mega karena menghormati pak sukano dn krn prabowo ugul krna jokowi msh d possi pdip,rayat ri ungulkan pdip bukan karena mmilh ibu mega karena menghormati pak sukano dan karena prabowo ugul karena jokowi masih di possi pdip,"['rayat', 'ri', 'ungulkan', 'pdip', 'bukan', 'karena', 'mmilh', 'ibu', 'mega', 'karena', 'menghormati', 'pak', 'sukano', 'dan', 'karena', 'prabowo', 'ugul', 'karena', 'jokowi', 'masih', 'di', 'possi', 'pdip']","['rayat', 'ri', 'ungulkan', 'pdip', 'mmilh', 'mega', 'menghormati', 'sukano', 'prabowo', 'ugul', 'jokowi', 'possi', 'pdip']",rayat ri ungulkan pdip mmilh mega hormat sukano prabowo ugul jokowi possi pdip
2024-02-18T05:16:07Z,@ArifinCeluler100,Ua21uPr1eRc,Mf brow . Keblik brow bila blajar dri pak prabowo . Pak prabowo blajar dri kekalahan 2 x dri pak jokowi 2 preode .,2024-02-18T05:16:07Z,mf brow keblik brow bila blajar dri pak prabowo pak prabowo blajar dri kekalahan x dri pak jokowi preode,maaf brow keblik brow bila belajar dari pak prabowo pak prabowo belajar dari kekalahan kali dari pak jokowi preode,"['maaf', 'brow', 'keblik', 'brow', 'bila', 'belajar', 'dari', 'pak', 'prabowo', 'pak', 'prabowo', 'belajar', 'dari', 'kekalahan', 'kali', 'dari', 'pak', 'jokowi', 'preode']","['maaf', 'brow', 'keblik', 'brow', 'belajar', 'prabowo', 'prabowo', 'belajar', 'kekalahan', 'kali', 'jokowi', 'preode']",maaf brow keblik brow ajar prabowo prabowo ajar kalah kali jokowi preode
2024-02-18T05:14:38Z,@HerLena-nd1pu,Ua21uPr1eRc,"Kita satu nusa satu bangsa satu bahasa ,trima sja siapa yg jdi presiden ,klaw org itu terpilih berarti dia yg terbaik",2024-02-18T05:14:38Z,kita satu nusa satu bangsa satu bahasa trima sja siapa yg jdi presiden klaw org itu terpilih berarti dia yg terbaik,kita satu nusa satu bangsa satu bahasa terima saja siapa yang jadi presiden klaw orang itu terpilih berarti dia yang terbaik,"['kita', 'satu', 'nusa', 'satu', 'bangsa', 'satu', 'bahasa', 'terima', 'saja', 'siapa', 'yang', 'jadi', 'presiden', 'klaw', 'orang', 'itu', 'terpilih', 'berarti', 'dia', 'yang', 'terbaik']","['nusa', 'bangsa', 'bahasa', 'terima', 'presiden', 'klaw', 'orang', 'terpilih', 'terbaik']",nusa bangsa bahasa terima presiden klaw orang pilih baik
2024-02-18T05:14:03Z,@bahartayang2207,Ua21uPr1eRc,"Yes Alhamdulillah DEMOKRASI LEGOWO,, PRAGIB,, PRABOWO GIBRAN,, SUKSES JADI RI 1,,✍️ ⭐ 🙏",2024-02-18T05:14:03Z,yes alhamdulillah demokrasi legowo pragib prabowo gibran sukses jadi ri,yes alhamdulillah demokrasi legowo pragib prabowo gibran sukses jadi ri,"['yes', 'alhamdulillah', 'demokrasi', 'legowo', 'pragib', 'prabowo', 'gibran', 'sukses', 'jadi', 'ri']","['yes', 'alhamdulillah', 'demokrasi', 'legowo', 'pragib', 'prabowo', 'gibran', 'sukses', 'ri']",yes alhamdulillah demokrasi legowo pragib prabowo gibran sukses ri
2024-02-18T04:47:10Z,@user-gw4ll8xl7i,Ua21uPr1eRc,Bagaimana hasil perhitungan yang curang tidak sesuai fakta di lapangan,2024-02-18T04:47:10Z,bagaimana hasil perhitungan yang curang tidak sesuai fakta di lapangan,bagaimana hasil perhitungan yang curang tidak sesuai fakta di lapangan,"['bagaimana', 'hasil', 'perhitungan', 'yang', 'curang', 'tidak', 'sesuai', 'fakta', 'di', 'lapangan']","['hasil', 'perhitungan', 'curang', 'sesuai', 'fakta', 'lapangan']",hasil hitung curang sesuai fakta lapang
2024-02-18T04:21:36Z,@user-jy4ul3ys3j,Ua21uPr1eRc,1000 tim lembaga survei kl tidak jujur itu tidak berguna .,2024-02-18T04:21:36Z,tim lembaga survei kl tidak jujur itu tidak berguna,tim lembaga survei kalau tidak jujur itu tidak berguna,"['tim', 'lembaga', 'survei', 'kalau', 'tidak', 'jujur', 'itu', 'tidak', 'berguna']","['tim', 'lembaga', 'survei', 'jujur', 'berguna']",tim lembaga survei jujur guna
2024-02-18T04:13:10Z,@daviqrizal6455,Ua21uPr1eRc,Saya orang tuwa kota kudus alamatku islamagamaku. Aku pilih p prabowo karna dialah yg pantas jadi bpku tak membalas nenghujat walau dihujat dlm debat tak membalas merendakan walau di rendahkan itulah jiwa seorang bp bapake wong sak indonesia paslon  01 dan 03 dlm debat terkesan keminter sok bener merasa orang yg paling no siji ning sok suci mulo milih prabowo yo .....,2024-02-18T04:13:10Z,saya orang tuwa kota kudus alamatku islamagamaku aku pilih p prabowo karna dialah yg pantas jadi bpku tak membalas nenghujat walau dihujat dlm debat tak membalas merendakan walau di rendahkan itulah jiwa seorang bp bapake wong sak indonesia paslon dan dlm debat terkesan keminter sok bener merasa orang yg paling no siji ning sok suci mulo milih prabowo yo,saya orang tuwa kota kudus alamatku islamagamaku aku pilih p prabowo karena dialah yang pantas jadi bpku tak membalas nenghujat walau dihujat dalam debat tak membalas merendakan walau di rendahkan itulah jiwa seorang bp bapake wong sak indonesia paslon dan dalam debat terkesan keminter sok benar merasa orang yang paling no siji ning sok suci mulo memilih prabowo ya,"['saya', 'orang', 'tuwa', 'kota', 'kudus', 'alamatku', 'islamagamaku', 'aku', 'pilih', 'p', 'prabowo', 'karena', 'dialah', 'yang', 'pantas', 'jadi', 'bpku', 'tak', 'membalas', 'nenghujat', 'walau', 'dihujat', 'dalam', 'debat', 'tak', 'membalas', 'merendakan', 'walau', 'di', 'rendahkan', 'itulah', 'jiwa', 'seorang', 'bp', 'bapake', 'wong', 'sak', 'indonesia', 'paslon', 'dan', 'dalam', 'debat', 'terkesan', 'keminter', 'sok', 'benar', 'merasa', 'orang', 'yang', 'paling', 'no', 'siji', 'ning', 'sok', 'suci', 'mulo', 'memilih', 'prabowo', 'ya']","['orang', 'tuwa', 'kota', 'kudus', 'alamatku', 'islamagamaku', 'pilih', 'p', 'prabowo', 'bpku', 'membalas', 'nenghujat', 'dihujat', 'debat', 'membalas', 'merendakan', 'rendahkan', 'jiwa', 'bp', 'bapake', 'sak', 'indonesia', 'paslon', 'debat', 'terkesan', 'keminter', 'sok', 'orang', 'no', 'siji', 'ning', 'sok', 'suci', 'mulo', 'memilih', 'prabowo']",orang tuwa kota kudus alamat islamagamaku pilih p prabowo bpku balas nenghujat hujat debat balas renda rendah jiwa bp bapake sak indonesia paslon debat kes keminter sok orang no siji ning sok suci mulo pilih prabowo
2024-02-18T04:02:15Z,@user-hj4ok7sz7m,Ua21uPr1eRc,"Hidup Prabowo,tim sukses saya",2024-02-18T04:02:15Z,hidup prabowotim sukses saya,hidup prabowotim sukses saya,"['hidup', 'prabowotim', 'sukses', 'saya']","['hidup', 'prabowotim', 'sukses']",hidup prabowotim sukses
2024-02-18T04:01:20Z,@HallemahAmil,Ua21uPr1eRc,Emangnya 01 dan 03 itu jelas hanya rakyat yg menilai kalian,2024-02-18T04:01:20Z,emangnya dan itu jelas hanya rakyat yg menilai kalian,memangnya dan itu jelas hanya rakyat yang menilai kalian,"['memangnya', 'dan', 'itu', 'jelas', 'hanya', 'rakyat', 'yang', 'menilai', 'kalian']","['memangnya', 'rakyat', 'menilai']",memang rakyat nilai
2024-02-18T03:20:37Z,@AMIRUlaga-xx7mc,Ua21uPr1eRc,Untuk DPR RI Ibu Anita Ga dapat berapa suara ya?,2024-02-18T03:20:37Z,untuk dpr ri ibu anita ga dapat berapa suara ya,untuk dpr ri ibu anita tidak dapat berapa suara ya,"['untuk', 'dpr', 'ri', 'ibu', 'anita', 'tidak', 'dapat', 'berapa', 'suara', 'ya']","['dpr', 'ri', 'anita', 'suara']",dpr ri anita suara
2024-02-18T03:11:00Z,@paulusdiaz4212,Ua21uPr1eRc,O,2024-02-18T03:11:00Z,o,o,['o'],['o'],o
2024-02-18T03:03:54Z,@KaafHaaYaaAinShaad,Ua21uPr1eRc,"Nyanyian senja, jadi dengarkan saja tidak akan merubah apapun, ketika Prabowo-Gibran dilantik 80% partai di parlemen akan bergabung di pemerintahan. 20% oposisi",2024-02-18T03:03:54Z,nyanyian senja jadi dengarkan saja tidak akan merubah apapun ketika prabowogibran dilantik partai di parlemen akan bergabung di pemerintahan oposisi,nyanyian senja jadi dengarkan saja tidak akan merubah apapun ketika prabowogibran dilantik partai di parlemen akan bergabung di pemerintahan oposisi,"['nyanyian', 'senja', 'jadi', 'dengarkan', 'saja', 'tidak', 'akan', 'merubah', 'apapun', 'ketika', 'prabowogibran', 'dilantik', 'partai', 'di', 'parlemen', 'akan', 'bergabung', 'di', 'pemerintahan', 'oposisi']","['nyanyian', 'senja', 'dengarkan', 'merubah', 'apapun', 'prabowogibran', 'dilantik', 'partai', 'parlemen', 'bergabung', 'pemerintahan', 'oposisi']",nyanyi senja dengar rubah apa prabowogibran lantik partai parlemen gabung perintah oposisi
2024-02-18T01:30:49Z,@muhammadfaisalemir3172,Ua21uPr1eRc,ABANG 6 LEMBAGA GAK DIPERIKSA😂🇮🇩,2024-02-18T01:30:49Z,abang lembaga gak diperiksa,abang lembaga tidak diperiksa,"['abang', 'lembaga', 'tidak', 'diperiksa']","['abang', 'lembaga', 'diperiksa']",abang lembaga periksa
2024-02-18T00:16:54Z,@RadiainiYani-do5qg,Ua21uPr1eRc,Pilihan ku tetap  si gemoy,2024-02-18T00:16:54Z,pilihan ku tetap si gemoy,pilihan ku tetap sih gemoy,"['pilihan', 'ku', 'tetap', 'sih', 'gemoy']","['pilihan', 'ku', 'sih', 'gemoy']",pilih ku sih gemoy
2024-02-18T00:07:42Z,@PAKDen-xx5dy,Ua21uPr1eRc,ayok masarakat indonesi kita jaga  nkri ini jangan hanya menang atau kala itu kita perlu yg namanya ekonomi yg merata,2024-02-18T00:07:42Z,ayok masarakat indonesi kita jaga nkri ini jangan hanya menang atau kala itu kita perlu yg namanya ekonomi yg merata,ayok masarakat indonesi kita jaga nkri ini jangan hanya menang atau kala itu kita perlu yang namanya ekonomi yang merata,"['ayok', 'masarakat', 'indonesi', 'kita', 'jaga', 'nkri', 'ini', 'jangan', 'hanya', 'menang', 'atau', 'kala', 'itu', 'kita', 'perlu', 'yang', 'namanya', 'ekonomi', 'yang', 'merata']","['ayok', 'masarakat', 'indonesi', 'jaga', 'nkri', 'menang', 'namanya', 'ekonomi', 'merata']",ayok masarakat indonesi jaga nkri menang nama ekonomi rata
2024-02-18T00:02:25Z,@PAKDen-xx5dy,Ua21uPr1eRc,udala yg kala menerima jangan membuat ekonomi dn angaran indonesia makin hancur trimakasi,2024-02-18T00:02:25Z,udala yg kala menerima jangan membuat ekonomi dn angaran indonesia makin hancur trimakasi,udala yang kala menerima jangan membuat ekonomi dan angaran indonesia makin hancur trimakasi,"['udala', 'yang', 'kala', 'menerima', 'jangan', 'membuat', 'ekonomi', 'dan', 'angaran', 'indonesia', 'makin', 'hancur', 'trimakasi']","['udala', 'menerima', 'ekonomi', 'angaran', 'indonesia', 'hancur', 'trimakasi']",udala terima ekonomi angaran indonesia hancur trimakasi
2024-02-17T23:47:50Z,@siswantosiswanto5997,Ua21uPr1eRc,"Info hasil recap pemilu 2024 , dewan DPR RI ibu Dr Hj NulyvJuariah ,",2024-02-17T23:47:50Z,info hasil recap pemilu dewan dpr ri ibu dr hj nulyvjuariah,info hasil recap pemilu dewan dpr ri ibu dari hj nulyvjuariah,"['info', 'hasil', 'recap', 'pemilu', 'dewan', 'dpr', 'ri', 'ibu', 'dari', 'hj', 'nulyvjuariah']","['info', 'hasil', 'recap', 'pemilu', 'dewan', 'dpr', 'ri', 'hj', 'nulyvjuariah']",info hasil recap milu dewan dpr ri hj nulyvjuariah
2024-02-17T23:27:15Z,@user-ls6ui9vh8w,Ua21uPr1eRc,"Janganlah sering mengatakan kecurangan kalau kalah coba kalau menang tidak ada kecurangan seperti th 2014 $an th 2019 kalau jaya kedepan. <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=1067"">17:47</a>",2024-02-17T23:27:15Z,janganlah sering mengatakan kecurangan kalau kalah coba kalau menang tidak ada kecurangan seperti th an th kalau jaya kedepan,janganlah sering mengatakan kecurangan kalau kalah coba kalau menang tidak ada kecurangan seperti tahu an tahu kalau jaya kedepan,"['janganlah', 'sering', 'mengatakan', 'kecurangan', 'kalau', 'kalah', 'coba', 'kalau', 'menang', 'tidak', 'ada', 'kecurangan', 'seperti', 'tahu', 'an', 'tahu', 'kalau', 'jaya', 'kedepan']","['kecurangan', 'kalah', 'coba', 'menang', 'kecurangan', 'an', 'jaya', 'kedepan']",curang kalah coba menang curang an jaya depan
2024-02-17T22:47:21Z,@yantosalim,Ua21uPr1eRc,"Data 1 putaran sistem quick count harus 20% lebih, , 50% lebih, 10% lebih jika 30, 50, 20 maka potensi 2 putaran sangat besar jadi sistem sudah disetting,???",2024-02-17T22:47:21Z,data putaran sistem quick count harus lebih lebih lebih jika maka potensi putaran sangat besar jadi sistem sudah disetting,data putaran sistem quick count harus lebih lebih lebih jika maka potensi putaran sangat besar jadi sistem sudah disetting,"['data', 'putaran', 'sistem', 'quick', 'count', 'harus', 'lebih', 'lebih', 'lebih', 'jika', 'maka', 'potensi', 'putaran', 'sangat', 'besar', 'jadi', 'sistem', 'sudah', 'disetting']","['data', 'putaran', 'sistem', 'quick', 'count', 'potensi', 'putaran', 'sistem', 'disetting']",data putar sistem quick count potensi putar sistem disetting
2024-02-17T22:31:39Z,@Aisyahsabillah.c,Ua21uPr1eRc,Coba ikuti saran pak Jokowi Prabowo/Ganjar malah kepedean ingin JD no 1 presiden pak GAJAR..pak Ganjar kecurangan di LN meraja Lela tp ttp Sj Allah tidak mengizinkan sampean JD presiden karena belum apa-apa SDH curang,2024-02-17T22:31:39Z,coba ikuti saran pak jokowi prabowoganjar malah kepedean ingin jd no presiden pak gajar pak ganjar kecurangan di ln meraja lela tp ttp sj allah tidak mengizinkan sampean jd presiden karena belum apaapa sdh curang,coba ikuti saran pak jokowi prabowoganjar malah kepedean ingin jadi no presiden pak gajar pak ganjar kecurangan di ln meraja lela tapi tetap saja allah tidak mengizinkan sampean jadi presiden karena belum apaapa sudah curang,"['coba', 'ikuti', 'saran', 'pak', 'jokowi', 'prabowoganjar', 'malah', 'kepedean', 'ingin', 'jadi', 'no', 'presiden', 'pak', 'gajar', 'pak', 'ganjar', 'kecurangan', 'di', 'ln', 'meraja', 'lela', 'tapi', 'tetap', 'saja', 'allah', 'tidak', 'mengizinkan', 'sampean', 'jadi', 'presiden', 'karena', 'belum', 'apaapa', 'sudah', 'curang']","['coba', 'ikuti', 'saran', 'jokowi', 'prabowoganjar', 'kepedean', 'no', 'presiden', 'gajar', 'ganjar', 'kecurangan', 'ln', 'meraja', 'lela', 'allah', 'mengizinkan', 'sampean', 'presiden', 'apaapa', 'curang']",coba ikut saran jokowi prabowoganjar kepedean no presiden gajar ganjar curang ln raja lela allah izin sampean presiden apaapa curang
2024-02-17T22:30:09Z,@AbdSyafi-vt9yq,Ua21uPr1eRc,selamat pak prabowo saya bangga pak di forum2 negara besar bapak mempunyai karakter sangat kuat dengan ketulusan hati jiwa besar itulah yg membuat saya bangga salam,2024-02-17T22:30:09Z,selamat pak prabowo saya bangga pak di forum2 negara besar bapak mempunyai karakter sangat kuat dengan ketulusan hati jiwa besar itulah yg membuat saya bangga salam,selamat pak prabowo saya bangga pak di forum2 negara besar bapak mempunyai karakter sangat kuat dengan ketulusan hati jiwa besar itulah yang membuat saya bangga salam,"['selamat', 'pak', 'prabowo', 'saya', 'bangga', 'pak', 'di', 'forum2', 'negara', 'besar', 'bapak', 'mempunyai', 'karakter', 'sangat', 'kuat', 'dengan', 'ketulusan', 'hati', 'jiwa', 'besar', 'itulah', 'yang', 'membuat', 'saya', 'bangga', 'salam']","['selamat', 'prabowo', 'bangga', 'forum2', 'negara', 'karakter', 'kuat', 'ketulusan', 'hati', 'jiwa', 'bangga', 'salam']",selamat prabowo bangga forum2 negara karakter kuat tulus hati jiwa bangga salam
2024-02-17T22:27:32Z,@FaeTilgner,Ua21uPr1eRc,Breaking news: Indonesians unite for the love of rendang and peace during election season! 🇮🇩🥳,2024-02-17T22:27:32Z,breaking news indonesians unite for the love of rendang and peace during election season,breaking news indonesians unite for the love of rendang and peace during election season,"['breaking', 'news', 'indonesians', 'unite', 'for', 'the', 'love', 'of', 'rendang', 'and', 'peace', 'during', 'election', 'season']","['breaking', 'news', 'indonesians', 'unite', 'for', 'the', 'love', 'of', 'rendang', 'and', 'peace', 'during', 'election', 'season']",breaking news indonesians unite for the love of rendang and peace during election season
2024-02-17T19:54:36Z,@nasirdepari9628,Ua21uPr1eRc,di Jakarta ketauan suara O2 di + hin😂🤥 👏👏👏,2024-02-17T19:54:36Z,di jakarta ketauan suara o2 di hin,di jakarta ketahuan suara o2 di hin,"['di', 'jakarta', 'ketahuan', 'suara', 'o2', 'di', 'hin']","['jakarta', 'ketahuan', 'suara', 'o2', 'hin']",jakarta tahu suara o2 hin
2024-02-17T19:37:47Z,@lilikwinarni9861,Ua21uPr1eRc,"HARUSYA YG BENER KLO KLAH IT WAJAR DAN SEKARANG SAMA2 MEMBANGUN  INDONESIA , TERCOBLOS BSA AJA JELEKN PRABOWO ,,GK MUGKIN GIBRAN AMA PK PRABOWO JUJUR GK TW NEK 03 AM 01 GK JUJUR BSA KRN KLAH KN",2024-02-17T19:37:47Z,harusya yg bener klo klah it wajar dan sekarang sama2 membangun indonesia tercoblos bsa aja jelekn prabowo gk mugkin gibran ama pk prabowo jujur gk tw nek am gk jujur bsa krn klah kn,harusya yang benar kalau klah itu wajar dan sekarang sama-sama membangun indonesia tercoblos bisa saja jelekn prabowo tidak mugkin gibran sama pakai prabowo jujur tidak tau nek sama tidak jujur bisa karena klah kan,"['harusya', 'yang', 'benar', 'kalau', 'klah', 'itu', 'wajar', 'dan', 'sekarang', 'sama-sama', 'membangun', 'indonesia', 'tercoblos', 'bisa', 'saja', 'jelekn', 'prabowo', 'tidak', 'mugkin', 'gibran', 'sama', 'pakai', 'prabowo', 'jujur', 'tidak', 'tau', 'nek', 'sama', 'tidak', 'jujur', 'bisa', 'karena', 'klah', 'kan']","['harusya', 'klah', 'wajar', 'membangun', 'indonesia', 'tercoblos', 'jelekn', 'prabowo', 'mugkin', 'gibran', 'pakai', 'prabowo', 'jujur', 'tau', 'nek', 'jujur', 'klah']",harusya klah wajar bangun indonesia coblos jelekn prabowo mugkin gibran pakai prabowo jujur tau nek jujur klah
2024-02-17T19:20:04Z,@suhairealme2382,Ua21uPr1eRc,"Prabowo , ok",2024-02-17T19:20:04Z,prabowo ok,prabowo ok,"['prabowo', 'ok']","['prabowo', 'ok']",prabowo ok
2024-02-17T18:27:11Z,@Punagara,Ua21uPr1eRc,itu namanya buang buang uang negara itu tidak baik,2024-02-17T18:27:11Z,itu namanya buang buang uang negara itu tidak baik,itu namanya buang buang uang negara itu tidak baik,"['itu', 'namanya', 'buang', 'buang', 'uang', 'negara', 'itu', 'tidak', 'baik']","['namanya', 'buang', 'buang', 'uang', 'negara']",nama buang buang uang negara
2024-02-17T18:13:29Z,@SuprabtoPrabto,Ua21uPr1eRc,Merdeka PK PRABOWO,2024-02-17T18:13:29Z,merdeka pk prabowo,merdeka pakai prabowo,"['merdeka', 'pakai', 'prabowo']","['merdeka', 'pakai', 'prabowo']",merdeka pakai prabowo
