Timestamp,Username,VideoID,Comment,Date,Cleaning,Normalisasi,Tokenization,Stopwords,Stemming
2024-06-25T14:46:41Z,@SalehBangko,Ua21uPr1eRc,Daerah Aceh laut biru 25.00,2024-06-25T14:46:41Z,daerah aceh laut biru,daerah aceh laut biru,"['daerah', 'aceh', 'laut', 'biru']","['daerah', 'aceh', 'laut', 'biru']",daerah aceh laut biru
2024-06-25T14:19:03Z,@SalehBangko,Ua21uPr1eRc,110 laut biru pak,2024-06-25T14:19:03Z,laut biru pak,laut biru pak,"['laut', 'biru', 'pak']","['laut', 'biru']",laut biru
2024-06-25T14:15:02Z,@SalehBangko,Ua21uPr1eRc,Dari balikpapan 21.00 laut biru,2024-06-25T14:15:02Z,dari balikpapan laut biru,dari balikpapan laut biru,"['dari', 'balikpapan', 'laut', 'biru']","['balikpapan', 'laut', 'biru']",balikpapan laut biru
2024-06-25T14:14:28Z,@SalehBangko,Ua21uPr1eRc,Masuk lagi laut biru 27.00 jumlahnya,2024-06-25T14:14:28Z,masuk lagi laut biru jumlahnya,masuk lagi laut biru jumlahnya,"['masuk', 'lagi', 'laut', 'biru', 'jumlahnya']","['masuk', 'laut', 'biru']",masuk laut biru
2024-06-25T14:04:06Z,@SalehBangko,Ua21uPr1eRc,Kalimantan Timur daerah bontang 57.00,2024-06-25T14:04:06Z,kalimantan timur daerah bontang,kalimantan timur daerah bontang,"['kalimantan', 'timur', 'daerah', 'bontang']","['kalimantan', 'timur', 'daerah', 'bontang']",kalimantan timur daerah bontang
2024-06-25T14:03:04Z,@SalehBangko,Ua21uPr1eRc,4822 partai gerindra jumlahnya 57.00,2024-06-25T14:03:04Z,partai gerindra jumlahnya,partai gerindra jumlahnya,"['partai', 'gerindra', 'jumlahnya']","['partai', 'gerindra']",partai gerindra
2024-06-25T13:39:56Z,@SalehBangko,Ua21uPr1eRc,Misinya laut biru,2024-06-25T13:39:56Z,misinya laut biru,misinya laut biru,"['misinya', 'laut', 'biru']","['misinya', 'laut', 'biru']",misi laut biru
2024-06-25T13:39:17Z,@SalehBangko,Ua21uPr1eRc,Bantuan pembangunan bang untuk yg punya lahan bang,2024-06-25T13:39:17Z,bantuan pembangunan bang untuk yg punya lahan bang,bantuan pembangunan abang untuk yang punya lahan abang,"['bantuan', 'pembangunan', 'abang', 'untuk', 'yang', 'punya', 'lahan', 'abang']","['bantuan', 'pembangunan', 'abang', 'lahan', 'abang']",bantu bangun abang lahan abang
2024-04-30T04:22:02Z,@wisyoyoyo4276,Ua21uPr1eRc,Sedihg 16,2024-04-30T04:22:02Z,sedihg,sedihg,['sedihg'],['sedihg'],sedihg
2024-04-05T02:14:04Z,@yopinacantik3756,Ua21uPr1eRc,Berarti belum keluar anggota DPR-RI terbanyak,2024-04-05T02:14:04Z,berarti belum keluar anggota dprri terbanyak,berarti belum keluar anggota dprri terbanyak,"['berarti', 'belum', 'keluar', 'anggota', 'dprri', 'terbanyak']","['anggota', 'dprri']",anggota dprri
2024-04-05T02:06:03Z,@yopinacantik3756,Ua21uPr1eRc,Koalisi terbanyak,2024-04-05T02:06:03Z,koalisi terbanyak,koalisi terbanyak,"['koalisi', 'terbanyak']",['koalisi'],koalisi
2024-03-18T13:53:06Z,@RagatOke2015,Ua21uPr1eRc,Anies Baswedan caimin menang,2024-03-18T13:53:06Z,anies baswedan caimin menang,anies baswedan caimin menang,"['anies', 'baswedan', 'caimin', 'menang']","['anies', 'baswedan', 'caimin', 'menang']",anies baswedan caimin menang
2024-03-18T01:37:03Z,@user-ip8fp2rd2c,Ua21uPr1eRc,Alhmdulillah alhmdulillah ya allah amiiin.,2024-03-18T01:37:03Z,alhmdulillah alhmdulillah ya allah amiiin,alhmdulillah alhmdulillah ya allah amin,"['alhmdulillah', 'alhmdulillah', 'ya', 'allah', 'amin']","['alhmdulillah', 'alhmdulillah', 'allah', 'amin']",alhmdulillah alhmdulillah allah amin
2024-03-17T05:07:30Z,@hartaman6995,Ua21uPr1eRc,Memang 01 angkuh  dan haus jabatan dari bahasanya,2024-03-17T05:07:30Z,memang angkuh dan haus jabatan dari bahasanya,memang angkuh dan haus jabatan dari bahasanya,"['memang', 'angkuh', 'dan', 'haus', 'jabatan', 'dari', 'bahasanya']","['angkuh', 'haus', 'jabatan', 'bahasanya']",angkuh haus jabat bahasa
2024-03-14T15:26:03Z,@hrnet790,Ua21uPr1eRc,"quick count pembohongan publik yang benar hasil KPU 20 maret 2024  jangan mau di bohongi quick count pakai akal waras,,,",2024-03-14T15:28:34Z,quick count pembohongan publik yang benar hasil kpu maret jangan mau di bohongi quick count pakai akal waras,quick count pembohongan publik yang benar hasil kpu maret jangan mau di bohongi quick count pakai akal waras,"['quick', 'count', 'pembohongan', 'publik', 'yang', 'benar', 'hasil', 'kpu', 'maret', 'jangan', 'mau', 'di', 'bohongi', 'quick', 'count', 'pakai', 'akal', 'waras']","['quick', 'count', 'pembohongan', 'publik', 'hasil', 'kpu', 'maret', 'bohongi', 'quick', 'count', 'pakai', 'akal', 'waras']",quick count bohong publik hasil kpu maret bohong quick count pakai akal waras
2024-03-09T10:21:16Z,@user-rs5gr9jn7l,Ua21uPr1eRc,02 matap mat terus ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-03-09T10:21:16Z,matap mat terus,matap mat terus,"['matap', 'mat', 'terus']","['matap', 'mat']",matap mat
2024-03-06T06:50:01Z,@assyifa8165,Ua21uPr1eRc,Alhamdulillah gusti.... Pak prabowo unggul 1 putaran 🤲,2024-03-06T06:50:01Z,alhamdulillah gusti pak prabowo unggul putaran,alhamdulillah gusti pak prabowo unggul putaran,"['alhamdulillah', 'gusti', 'pak', 'prabowo', 'unggul', 'putaran']","['alhamdulillah', 'gusti', 'prabowo', 'unggul', 'putaran']",alhamdulillah gusti prabowo unggul putar
2024-03-04T06:48:28Z,@boynatamegelli7258,Ua21uPr1eRc,"Bagi presiden selanjutnya ,tolong kemanan negeri ini lebih diperbaiki karena banyak anak kosong yang merusak kesatuan yang suka menumpah darahkan saudaranya setanah air,sangat meresahkan keamanan negeri ini rapuh ,serapuh pondasi negeri yang banyak digerogoti koruptor",2024-03-04T06:48:28Z,bagi presiden selanjutnya tolong kemanan negeri ini lebih diperbaiki karena banyak anak kosong yang merusak kesatuan yang suka menumpah darahkan saudaranya setanah airsangat meresahkan keamanan negeri ini rapuh serapuh pondasi negeri yang banyak digerogoti koruptor,bagi presiden selanjutnya tolong kemanan negeri ini lebih diperbaiki karena banyak anak kosong yang merusak kesatuan yang suka menumpah darahkan saudaranya setanah airsangat meresahkan keamanan negeri ini rapuh serapuh pondasi negeri yang banyak digerogoti koruptor,"['bagi', 'presiden', 'selanjutnya', 'tolong', 'kemanan', 'negeri', 'ini', 'lebih', 'diperbaiki', 'karena', 'banyak', 'anak', 'kosong', 'yang', 'merusak', 'kesatuan', 'yang', 'suka', 'menumpah', 'darahkan', 'saudaranya', 'setanah', 'airsangat', 'meresahkan', 'keamanan', 'negeri', 'ini', 'rapuh', 'serapuh', 'pondasi', 'negeri', 'yang', 'banyak', 'digerogoti', 'koruptor']","['presiden', 'tolong', 'kemanan', 'negeri', 'diperbaiki', 'anak', 'kosong', 'merusak', 'kesatuan', 'suka', 'menumpah', 'darahkan', 'saudaranya', 'setanah', 'airsangat', 'meresahkan', 'keamanan', 'negeri', 'rapuh', 'serapuh', 'pondasi', 'negeri', 'digerogoti', 'koruptor']",presiden tolong keman negeri baik anak kosong rusak satu suka tumpah darah saudara tanah airsangat resah aman negeri rapuh rapuh pondasi negeri gerogot koruptor
2024-02-29T22:50:22Z,@user-yl5ze8sf7s,Ua21uPr1eRc,Yg sombong pasti akan tumbang....,2024-02-29T22:50:22Z,yg sombong pasti akan tumbang,yang sombong pasti akan tumbang,"['yang', 'sombong', 'pasti', 'akan', 'tumbang']","['sombong', 'tumbang']",sombong tumbang
2024-02-29T16:56:03Z,@Nurhayati-zt9bv,Ua21uPr1eRc,"Tuh PDIP menang Gerindra tdk protes curang , soalnya legowo  , menerima kekalahan , dasar dari PDIPnya hatinya busuk terhadap Gerindra tdk boleh Gerindra menang , nanti kalau Gerindra menang pasti deh di bilang curang .Berarti tdk punya jiwa kenegarawan bagi PDIP sebab menuduh curang dan tdk legowo menerima kekalahan",2024-02-29T16:56:03Z,tuh pdip menang gerindra tdk protes curang soalnya legowo menerima kekalahan dasar dari pdipnya hatinya busuk terhadap gerindra tdk boleh gerindra menang nanti kalau gerindra menang pasti deh di bilang curang berarti tdk punya jiwa kenegarawan bagi pdip sebab menuduh curang dan tdk legowo menerima kekalahan,tuh pdip menang gerindra tidak protes curang soalnya legowo menerima kekalahan dasar dari pdipnya hatinya busuk terhadap gerindra tidak boleh gerindra menang nanti kalau gerindra menang pasti deh di bilang curang berarti tidak punya jiwa kenegarawan bagi pdip sebab menuduh curang dan tidak legowo menerima kekalahan,"['tuh', 'pdip', 'menang', 'gerindra', 'tidak', 'protes', 'curang', 'soalnya', 'legowo', 'menerima', 'kekalahan', 'dasar', 'dari', 'pdipnya', 'hatinya', 'busuk', 'terhadap', 'gerindra', 'tidak', 'boleh', 'gerindra', 'menang', 'nanti', 'kalau', 'gerindra', 'menang', 'pasti', 'deh', 'di', 'bilang', 'curang', 'berarti', 'tidak', 'punya', 'jiwa', 'kenegarawan', 'bagi', 'pdip', 'sebab', 'menuduh', 'curang', 'dan', 'tidak', 'legowo', 'menerima', 'kekalahan']","['tuh', 'pdip', 'menang', 'gerindra', 'protes', 'curang', 'legowo', 'menerima', 'kekalahan', 'dasar', 'pdipnya', 'hatinya', 'busuk', 'gerindra', 'gerindra', 'menang', 'gerindra', 'menang', 'deh', 'bilang', 'curang', 'jiwa', 'kenegarawan', 'pdip', 'menuduh', 'curang', 'legowo', 'menerima', 'kekalahan']",tuh pdip menang gerindra protes curang legowo terima kalah dasar pdipnya hati busuk gerindra gerindra menang gerindra menang deh bilang curang jiwa kenegarawan pdip tuduh curang legowo terima kalah
2024-02-27T15:22:15Z,@RisyanaPutriBalkis,Ua21uPr1eRc,Wakulja alhakku wahazakal batil innal batila kanazahika.,2024-02-27T15:22:15Z,wakulja alhakku wahazakal batil innal batila kanazahika,wakulja alhakku wahazakal batil innal batila kanazahika,"['wakulja', 'alhakku', 'wahazakal', 'batil', 'innal', 'batila', 'kanazahika']","['wakulja', 'alhakku', 'wahazakal', 'batil', 'innal', 'batila', 'kanazahika']",wakulja alhakku wahazakal batil innal batila kanazahika
2024-02-27T09:07:07Z,@user-qd5nz5zt6s,Ua21uPr1eRc,Sirekap alibaba,2024-02-27T09:07:07Z,sirekap alibaba,sirekap alibaba,"['sirekap', 'alibaba']","['sirekap', 'alibaba']",sirekap alibaba
2024-02-24T16:12:28Z,@ogan8881,Ua21uPr1eRc,"Yang gawal dan melihat orang nya kebanyakanabok  hasil kalah berkoar-koar  di mana  ente di TPS ,apa dirimah  janda",2024-02-24T16:12:28Z,yang gawal dan melihat orang nya kebanyakanabok hasil kalah berkoarkoar di mana ente di tps apa dirimah janda,yang gawal dan melihat orang ya kebanyakanabok hasil kalah berkoarkoar di mana ente di tps apa dirimah janda,"['yang', 'gawal', 'dan', 'melihat', 'orang', 'ya', 'kebanyakanabok', 'hasil', 'kalah', 'berkoarkoar', 'di', 'mana', 'ente', 'di', 'tps', 'apa', 'dirimah', 'janda']","['gawal', 'orang', 'kebanyakanabok', 'hasil', 'kalah', 'berkoarkoar', 'ente', 'tps', 'dirimah', 'janda']",gawal orang kebanyakanabok hasil kalah berkoarkoar ente tps dirimah janda
2024-02-24T16:05:51Z,@ogan8881,Ua21uPr1eRc,Mana yang gawal sakit ya ohno,2024-02-24T16:05:51Z,mana yang gawal sakit ya ohno,mana yang gawal sakit ya ohno,"['mana', 'yang', 'gawal', 'sakit', 'ya', 'ohno']","['gawal', 'sakit', 'ohno']",gawal sakit ohno
2024-02-24T08:36:06Z,@user-dc3uk7jk4v,Ua21uPr1eRc,"Maaf parah politisi jangan sekali kali mengotorkan raknyat Indonesia ,yg kalah jangan mengadodomba raknyat yg kalah tulah yg tidak puas karena pakai otak kotor baik mahasiswa mau pun guru besar elit politik yg kalah karena kotor otaknya harus dicuci pakai oil",2024-02-24T08:36:06Z,maaf parah politisi jangan sekali kali mengotorkan raknyat indonesia yg kalah jangan mengadodomba raknyat yg kalah tulah yg tidak puas karena pakai otak kotor baik mahasiswa mau pun guru besar elit politik yg kalah karena kotor otaknya harus dicuci pakai oil,maaf parah politisi jangan sekali kali mengotorkan raknyat indonesia yang kalah jangan mengadodomba raknyat yang kalah tulah yang tidak puas karena pakai otak kotor baik mahasiswa mau pun guru besar elit politik yang kalah karena kotor otaknya harus dicuci pakai oil,"['maaf', 'parah', 'politisi', 'jangan', 'sekali', 'kali', 'mengotorkan', 'raknyat', 'indonesia', 'yang', 'kalah', 'jangan', 'mengadodomba', 'raknyat', 'yang', 'kalah', 'tulah', 'yang', 'tidak', 'puas', 'karena', 'pakai', 'otak', 'kotor', 'baik', 'mahasiswa', 'mau', 'pun', 'guru', 'besar', 'elit', 'politik', 'yang', 'kalah', 'karena', 'kotor', 'otaknya', 'harus', 'dicuci', 'pakai', 'oil']","['maaf', 'parah', 'politisi', 'kali', 'mengotorkan', 'raknyat', 'indonesia', 'kalah', 'mengadodomba', 'raknyat', 'kalah', 'tulah', 'puas', 'pakai', 'otak', 'kotor', 'mahasiswa', 'guru', 'elit', 'politik', 'kalah', 'kotor', 'otaknya', 'dicuci', 'pakai', 'oil']",maaf parah politis kali kotor raknyat indonesia kalah mengadodomba raknyat kalah tulah puas pakai otak kotor mahasiswa guru elit politik kalah kotor otak cuci pakai oil
2024-02-24T07:53:12Z,@EDISONMANUKOY-ge8uc,Ua21uPr1eRc,Ko gak mau ngaku kalah😂😂😂😂😂😂😂😮😮😮,2024-02-24T07:53:12Z,ko gak mau ngaku kalah,kok tidak mau mengaku kalah,"['kok', 'tidak', 'mau', 'mengaku', 'kalah']","['mengaku', 'kalah']",aku kalah
2024-02-23T17:18:45Z,@user-oz2eh7wi3l,Ua21uPr1eRc,masi bertobatlah masi bertobatlah mana ni suaranya 01 03 masi blom puas dgn kekalahanya salam ✌️😊,2024-02-23T17:18:45Z,masi bertobatlah masi bertobatlah mana ni suaranya masi blom puas dgn kekalahanya salam,masih bertobatlah masih bertobatlah mana nih suaranya masih belum puas dengan kekalahanya salam,"['masih', 'bertobatlah', 'masih', 'bertobatlah', 'mana', 'nih', 'suaranya', 'masih', 'belum', 'puas', 'dengan', 'kekalahanya', 'salam']","['bertobatlah', 'bertobatlah', 'nih', 'suaranya', 'puas', 'kekalahanya', 'salam']",tobat tobat nih suara puas kekalahanya salam
2024-02-23T15:10:25Z,@ikhsankbd2799,Ua21uPr1eRc,"Kalau bicara bersih dari ke tiga  paslon tidak ada yg bersih boss.... Tim sukses nya masing&quot; paslon Selalu dengan politik uang,, akui saja memang 02 juara nya,<br>Nex jgn merendahkan mempermalukan lawan di muka umum,, ingat ingat rakyat sdh cerdas,,",2024-02-23T15:10:25Z,kalau bicara bersih dari ke tiga paslon tidak ada yg bersih boss tim sukses nya masing paslon selalu dengan politik uang akui saja memang juara nyanex jgn merendahkan mempermalukan lawan di muka umum ingat ingat rakyat sdh cerdas,kalau bicara bersih dari ke tiga paslon tidak ada yang bersih bos tim sukses ya masing paslon selalu dengan politik uang akui saja memang juara nyanex jangan merendahkan mempermalukan lawan di muka umum ingat ingat rakyat sudah cerdas,"['kalau', 'bicara', 'bersih', 'dari', 'ke', 'tiga', 'paslon', 'tidak', 'ada', 'yang', 'bersih', 'bos', 'tim', 'sukses', 'ya', 'masing', 'paslon', 'selalu', 'dengan', 'politik', 'uang', 'akui', 'saja', 'memang', 'juara', 'nyanex', 'jangan', 'merendahkan', 'mempermalukan', 'lawan', 'di', 'muka', 'umum', 'ingat', 'ingat', 'rakyat', 'sudah', 'cerdas']","['bicara', 'bersih', 'paslon', 'bersih', 'bos', 'tim', 'sukses', 'paslon', 'politik', 'uang', 'akui', 'juara', 'nyanex', 'merendahkan', 'mempermalukan', 'lawan', 'muka', 'rakyat', 'cerdas']",bicara bersih paslon bersih bos tim sukses paslon politik uang aku juara nyanex rendah malu lawan muka rakyat cerdas
2024-02-23T12:55:30Z,@arifismono7401,Ua21uPr1eRc,Ngecebeeeek  dihitung dengan partsi besar dicaptes  no 2 aja uda unggul maas 😂😂😂🎉,2024-02-23T12:55:30Z,ngecebeeeek dihitung dengan partsi besar dicaptes no aja uda unggul maas,ngecebeeeek dihitung dengan partsi besar dicaptes no saja sudah unggul maas,"['ngecebeeeek', 'dihitung', 'dengan', 'partsi', 'besar', 'dicaptes', 'no', 'saja', 'sudah', 'unggul', 'maas']","['ngecebeeeek', 'dihitung', 'partsi', 'dicaptes', 'no', 'unggul', 'maas']",ngecebeeeek hitung partsi dicaptes no unggul maas
2024-02-23T02:16:05Z,@mcjayawicara4422,Ua21uPr1eRc,"Alhamdulillah ,, Allah menyelamatkan NKRI dari org2 arogan picik oengecut yg tak ngaku kekalahannya. Dan berlindung dgn atas nama rakyat, an Demokrasi, .<br>Ya Allah imhamba beraerah diri dihadapan kekuasaanmu",2024-02-23T02:16:05Z,alhamdulillah allah menyelamatkan nkri dari org2 arogan picik oengecut yg tak ngaku kekalahannya dan berlindung dgn atas nama rakyat an demokrasi ya allah imhamba beraerah diri dihadapan kekuasaanmu,alhamdulillah allah menyelamatkan nkri dari orang-orang arogan picik oengecut yang tak mengaku kekalahannya dan berlindung dengan atas nama rakyat an demokrasi ya allah imhamba beraerah diri dihadapan kekuasaanmu,"['alhamdulillah', 'allah', 'menyelamatkan', 'nkri', 'dari', 'orang-orang', 'arogan', 'picik', 'oengecut', 'yang', 'tak', 'mengaku', 'kekalahannya', 'dan', 'berlindung', 'dengan', 'atas', 'nama', 'rakyat', 'an', 'demokrasi', 'ya', 'allah', 'imhamba', 'beraerah', 'diri', 'dihadapan', 'kekuasaanmu']","['alhamdulillah', 'allah', 'menyelamatkan', 'nkri', 'orang-orang', 'arogan', 'picik', 'oengecut', 'mengaku', 'kekalahannya', 'berlindung', 'nama', 'rakyat', 'an', 'demokrasi', 'allah', 'imhamba', 'beraerah', 'dihadapan', 'kekuasaanmu']",alhamdulillah allah selamat nkri orang arogan picik oengecut aku kalah lindung nama rakyat an demokrasi allah imhamba beraerah hadap kuasa
2024-02-22T12:33:50Z,@user-uc6sf1ol7m,Ua21uPr1eRc,✌️✌️✌️✌️✌️✌️✌️✌️✌️🥰,2024-02-22T12:33:50Z,,,[],[],
2024-02-22T10:38:14Z,@user-bc4mt1dk7u,Ua21uPr1eRc,Siapa pun yg jd presiden tdk akan ngaruh bagi saya,2024-02-22T10:38:14Z,siapa pun yg jd presiden tdk akan ngaruh bagi saya,siapa pun yang jadi presiden tidak akan ngaruh bagi saya,"['siapa', 'pun', 'yang', 'jadi', 'presiden', 'tidak', 'akan', 'ngaruh', 'bagi', 'saya']","['presiden', 'ngaruh']",presiden ngaruh
2024-02-22T08:34:21Z,@user-ut2pu1yc2j,Ua21uPr1eRc,❤❤❤❤ Prabowo gibran,2024-02-22T08:34:21Z,prabowo gibran,prabowo gibran,"['prabowo', 'gibran']","['prabowo', 'gibran']",prabowo gibran
2024-02-22T03:25:42Z,@IksanIsmail-lm5td,Ua21uPr1eRc,1 cocok yg jdi presiden.,2024-02-22T03:25:42Z,cocok yg jdi presiden,cocok yang jadi presiden,"['cocok', 'yang', 'jadi', 'presiden']","['cocok', 'presiden']",cocok presiden
2024-02-21T21:31:51Z,@user-st6sg8hm7f,Ua21uPr1eRc,Jgn cari alasan... kalau kalah akui saja. Buktinya saat kampaye puan bilang presiden ganjar jawab penonton presiden prabowo. Itu saja sudah terbukti masyarakat sudah tdk memilih ganjar.,2024-02-21T21:32:35Z,jgn cari alasan kalau kalah akui saja buktinya saat kampaye puan bilang presiden ganjar jawab penonton presiden prabowo itu saja sudah terbukti masyarakat sudah tdk memilih ganjar,jangan cari alasan kalau kalah akui saja buktinya saat kampaye puan bilang presiden ganjar jawab penonton presiden prabowo itu saja sudah terbukti masyarakat sudah tidak memilih ganjar,"['jangan', 'cari', 'alasan', 'kalau', 'kalah', 'akui', 'saja', 'buktinya', 'saat', 'kampaye', 'puan', 'bilang', 'presiden', 'ganjar', 'jawab', 'penonton', 'presiden', 'prabowo', 'itu', 'saja', 'sudah', 'terbukti', 'masyarakat', 'sudah', 'tidak', 'memilih', 'ganjar']","['cari', 'alasan', 'kalah', 'akui', 'buktinya', 'kampaye', 'puan', 'bilang', 'presiden', 'ganjar', 'penonton', 'presiden', 'prabowo', 'terbukti', 'masyarakat', 'memilih', 'ganjar']",cari alas kalah aku bukti kampaye puan bilang presiden ganjar tonton presiden prabowo bukti masyarakat pilih ganjar
2024-02-21T21:29:10Z,@user-st6sg8hm7f,Ua21uPr1eRc,Karena ganjar terlalu angkuh dan sombong. Masyarakat bisa menilai sendiri tdk ada hubungannya dgn jokowi,2024-02-21T21:29:10Z,karena ganjar terlalu angkuh dan sombong masyarakat bisa menilai sendiri tdk ada hubungannya dgn jokowi,karena ganjar terlalu angkuh dan sombong masyarakat bisa menilai sendiri tidak ada hubungannya dengan jokowi,"['karena', 'ganjar', 'terlalu', 'angkuh', 'dan', 'sombong', 'masyarakat', 'bisa', 'menilai', 'sendiri', 'tidak', 'ada', 'hubungannya', 'dengan', 'jokowi']","['ganjar', 'angkuh', 'sombong', 'masyarakat', 'menilai', 'hubungannya', 'jokowi']",ganjar angkuh sombong masyarakat nilai hubung jokowi
2024-02-21T20:06:30Z,@kaila7347,Ua21uPr1eRc,jujur ajj kalian klu Anies yg menang ko bisa2 nya salah infut,2024-02-21T20:06:30Z,jujur ajj kalian klu anies yg menang ko bisa2 nya salah infut,jujur saja kalian kalau anies yang menang kok bisa2 ya salah infut,"['jujur', 'saja', 'kalian', 'kalau', 'anies', 'yang', 'menang', 'kok', 'bisa2', 'ya', 'salah', 'infut']","['jujur', 'anies', 'menang', 'bisa2', 'salah', 'infut']",jujur anies menang bisa2 salah infut
2024-02-21T18:26:48Z,@Marthen-yh2su,Ua21uPr1eRc,SAYA TIDAK INGIN MEMILIH KARENA KEPALA DESA SEBAB SAYA MEMILIH PRESIDEN DENGAN HATI NURANI SEPERTI JIKA PIALA DUNIA TIM YG SAYA PILIH APAPUN YG TERJADI TETAP PILIH TIM YG SAYA ANDALKAN,2024-02-21T18:26:48Z,saya tidak ingin memilih karena kepala desa sebab saya memilih presiden dengan hati nurani seperti jika piala dunia tim yg saya pilih apapun yg terjadi tetap pilih tim yg saya andalkan,saya tidak ingin memilih karena kepala desa sebab saya memilih presiden dengan hati nurani seperti jika piala dunia tim yang saya pilih apapun yang terjadi tetap pilih tim yang saya andalkan,"['saya', 'tidak', 'ingin', 'memilih', 'karena', 'kepala', 'desa', 'sebab', 'saya', 'memilih', 'presiden', 'dengan', 'hati', 'nurani', 'seperti', 'jika', 'piala', 'dunia', 'tim', 'yang', 'saya', 'pilih', 'apapun', 'yang', 'terjadi', 'tetap', 'pilih', 'tim', 'yang', 'saya', 'andalkan']","['memilih', 'kepala', 'desa', 'memilih', 'presiden', 'hati', 'nurani', 'piala', 'dunia', 'tim', 'pilih', 'apapun', 'pilih', 'tim', 'andalkan']",pilih kepala desa pilih presiden hati nurani piala dunia tim pilih apa pilih tim andal
2024-02-21T17:11:51Z,@FajrRi8ii-ou5zy,Ua21uPr1eRc,Curang,2024-02-21T17:11:51Z,curang,curang,['curang'],['curang'],curang
2024-02-21T14:49:24Z,@gatotriyanto4205,Ua21uPr1eRc,HASIL CEPAT YG DI BAYAR WOWO AKAN DI ADILI....RAKUYAT SELURUH INDONESIA SEDANG BERSATU ...AMIN,2024-02-21T14:49:24Z,hasil cepat yg di bayar wowo akan di adili rakuyat seluruh indonesia sedang bersatu amin,hasil cepat yang di bayar wowo akan di adili rakuyat seluruh indonesia sedang bersatu amin,"['hasil', 'cepat', 'yang', 'di', 'bayar', 'wowo', 'akan', 'di', 'adili', 'rakuyat', 'seluruh', 'indonesia', 'sedang', 'bersatu', 'amin']","['hasil', 'cepat', 'bayar', 'wowo', 'adili', 'rakuyat', 'indonesia', 'bersatu', 'amin']",hasil cepat bayar wowo adil rakuyat indonesia satu amin
2024-02-21T11:28:49Z,@bagussuryadi8324,Ua21uPr1eRc,Kl membahas wahabi okkkk❤,2024-02-21T11:28:49Z,kl membahas wahabi okkkk,kalau membahas wahabi okkkk,"['kalau', 'membahas', 'wahabi', 'okkkk']","['membahas', 'wahabi', 'okkkk']",bahas wahabi okkkk
2024-02-21T00:53:08Z,@rusakajor3858,Ua21uPr1eRc,Coba dijumlah hasil %tase dari ketiga capres hasilnya jadi berapa %,2024-02-21T00:53:08Z,coba dijumlah hasil tase dari ketiga capres hasilnya jadi berapa,coba dijumlah hasil tase dari ketiga capres hasilnya jadi berapa,"['coba', 'dijumlah', 'hasil', 'tase', 'dari', 'ketiga', 'capres', 'hasilnya', 'jadi', 'berapa']","['coba', 'dijumlah', 'hasil', 'tase', 'ketiga', 'capres', 'hasilnya']",coba jumlah hasil tase tiga capres hasil
2024-02-21T00:51:44Z,@user-xr3lw8rd3s,Ua21uPr1eRc,Akuilah keunggulan Prabowo Gibran,2024-02-21T00:51:44Z,akuilah keunggulan prabowo gibran,akuilah keunggulan prabowo gibran,"['akuilah', 'keunggulan', 'prabowo', 'gibran']","['akuilah', 'keunggulan', 'prabowo', 'gibran']",aku unggul prabowo gibran
2024-02-21T00:48:55Z,@user-xr3lw8rd3s,Ua21uPr1eRc,"Prabowo Gibran siap lantai,jangan otak Atik, itu suara Rakyat",2024-02-21T00:48:55Z,prabowo gibran siap lantaijangan otak atik itu suara rakyat,prabowo gibran siap lantaijangan otak atik itu suara rakyat,"['prabowo', 'gibran', 'siap', 'lantaijangan', 'otak', 'atik', 'itu', 'suara', 'rakyat']","['prabowo', 'gibran', 'lantaijangan', 'otak', 'atik', 'suara', 'rakyat']",prabowo gibran lantaijangan otak atik suara rakyat
2024-02-20T22:41:57Z,@aaaaaa-fi3go,Ua21uPr1eRc,02.Mantul<br>wis wayae 2024.P.prabowo + Gibran <br>PRESIDEN,2024-02-20T22:41:57Z,mantulwis wayae p prabowo gibran presiden,mantulwis wayae p prabowo gibran presiden,"['mantulwis', 'wayae', 'p', 'prabowo', 'gibran', 'presiden']","['mantulwis', 'wayae', 'p', 'prabowo', 'gibran', 'presiden']",mantulwis wayae p prabowo gibran presiden
2024-02-20T22:16:23Z,@Ronaldo_Editz155,Ua21uPr1eRc,Prabowo,2024-02-20T22:16:23Z,prabowo,prabowo,['prabowo'],['prabowo'],prabowo
2024-02-20T18:37:41Z,@imamkambali6196,Ua21uPr1eRc,Rakyat kecewa berat dng ulah pejabat curang sy mengikuti pemilu sejak th 1977 th ini paling terburuk,2024-02-20T18:37:41Z,rakyat kecewa berat dng ulah pejabat curang sy mengikuti pemilu sejak th th ini paling terburuk,rakyat kecewa berat dengan ulah pejabat curang saya mengikuti pemilu sejak tahu tahu ini paling terburuk,"['rakyat', 'kecewa', 'berat', 'dengan', 'ulah', 'pejabat', 'curang', 'saya', 'mengikuti', 'pemilu', 'sejak', 'tahu', 'tahu', 'ini', 'paling', 'terburuk']","['rakyat', 'kecewa', 'berat', 'ulah', 'pejabat', 'curang', 'mengikuti', 'pemilu', 'terburuk']",rakyat kecewa berat ulah jabat curang ikut milu buruk
